company_code,source_id,section,keyword,category,similarity,rank
688590.SH,AR_688590_SH_2025,management_discussion,资产管理,金融业务场景,0.463594,7
688590.SH,AR_688590_SH_2025,management_discussion,财富管理,金融业务场景,0.463021,8
688590.SH,AR_688590_SH_2025,management_discussion,授信审批,金融业务场景,0.452511,9
688590.SH,AR_688590_SH_2025,management_discussion,文本摘要,大模型与语言技术,0.450658,10
688590.SH,AR_688590_SH_2025,management_discussion,支付清算,金融业务场景,0.447485,11
688590.SH,AR_688590_SH_2025,management_discussion,业财一体化,金融业务场景,0.441817,12
002230.SZ,AR_002230_SZ_2025,business_overview,人工智能,人工智能基础,0.546203,1
002230.SZ,AR_002230_SZ_2025,business_overview,合规科技,金融业务场景,0.545465,2
002230.SZ,AR_002230_SZ_2025,business_overview,智能客服,大模型与语言技术,0.538124,3
002230.SZ,AR_002230_SZ_2025,business_overview,数据质量,数据与安全,0.520931,4
002230.SZ,AR_002230_SZ_2025,business_overview,智能问答,大模型与语言技术,0.520652,5
002230.SZ,AR_002230_SZ_2025,business_overview,智能合约,数据与安全,0.510217,6
002230.SZ,AR_002230_SZ_2025,business_overview,智能交易,金融业务场景,0.508629,7
002230.SZ,AR_002230_SZ_2025,business_overview,智能风控,金融业务场景,0.507455,8
002230.SZ,AR_002230_SZ_2025,business_overview,AIGC,人工智能基础,0.499875,9
002230.SZ,AR_002230_SZ_2025,business_overview,推荐系统,视觉与智能决策,0.49226,10
002230.SZ,AR_002230_SZ_2025,business_overview,银行IT,金融业务场景,0.487232,11
002230.SZ,AR_002230_SZ_2025,business_overview,核心银行系统,金融业务场景,0.483845,12
002230.SZ,AR_002230_SZ_2025,core_competitiveness,人工智能,人工智能基础,0.539413,1
002230.SZ,AR_002230_SZ_2025,core_competitiveness,模型部署,人工智能基础,0.536063,2
002230.SZ,AR_002230_SZ_2025,core_competitiveness,大语言模型,大模型与语言技术,0.522204,3
002230.SZ,AR_002230_SZ_2025,core_competitiveness,AIGC,人工智能基础,0.520195,4
002230.SZ,AR_002230_SZ_2025,core_competitiveness,AIOps,工程与基础设施,0.517443,5
002230.SZ,AR_002230_SZ_2025,core_competitiveness,智能问答,大模型与语言技术,0.49132,6
002230.SZ,AR_002230_SZ_2025,core_competitiveness,模型可解释性,人工智能基础,0.490175,7
002230.SZ,AR_002230_SZ_2025,core_competitiveness,模型治理,人工智能基础,0.485621,8
002230.SZ,AR_002230_SZ_2025,core_competitiveness,智能合约,数据与安全,0.4767,9
002230.SZ,AR_002230_SZ_2025,core_competitiveness,模型训练,人工智能基础,0.473043,10
002230.SZ,AR_002230_SZ_2025,core_competitiveness,智能风控,金融业务场景,0.470845,11
002230.SZ,AR_002230_SZ_2025,core_competitiveness,金融大数据,数据与安全,0.469757,12
002230.SZ,AR_002230_SZ_2025,r_and_d,语音识别,大模型与语言技术,0.565166,1
002230.SZ,AR_002230_SZ_2025,r_and_d,语音合成,大模型与语言技术,0.536251,2
002230.SZ,AR_002230_SZ_2025,r_and_d,智能问答,大模型与语言技术,0.529385,3
002230.SZ,AR_002230_SZ_2025,r_and_d,大语言模型,大模型与语言技术,0.524091,4
002230.SZ,AR_002230_SZ_2025,r_and_d,智能客服,大模型与语言技术,0.503874,5
002230.SZ,AR_002230_SZ_2025,r_and_d,合规科技,金融业务场景,0.502642,6
002230.SZ,AR_002230_SZ_2025,r_and_d,智能风控,金融业务场景,0.478877,7
002230.SZ,AR_002230_SZ_2025,r_and_d,智能合约,数据与安全,0.477316,8
002230.SZ,AR_002230_SZ_2025,r_and_d,云计算,工程与基础设施,0.47533,9
002230.SZ,AR_002230_SZ_2025,r_and_d,AIGC,人工智能基础,0.472813,10
002230.SZ,AR_002230_SZ_2025,r_and_d,人工智能,人工智能基础,0.470328,11
002230.SZ,AR_002230_SZ_2025,r_and_d,AIOps,工程与基础设施,0.466582,12
002230.SZ,AR_002230_SZ_2025,management_discussion,资产管理,金融业务场景,0.48367,1
002230.SZ,AR_002230_SZ_2025,management_discussion,数据资产,数据与安全,0.455262,2
002230.SZ,AR_002230_SZ_2025,management_discussion,财务共享,金融业务场景,0.454637,3
002230.SZ,AR_002230_SZ_2025,management_discussion,财务SaaS,金融业务场景,0.449698,4
002230.SZ,AR_002230_SZ_2025,management_discussion,财富管理,金融业务场景,0.447712,5
002230.SZ,AR_002230_SZ_2025,management_discussion,时序预测,视觉与智能决策,0.446303,6
002230.SZ,AR_002230_SZ_2025,management_discussion,提示工程,大模型与语言技术,0.446096,7
002230.SZ,AR_002230_SZ_2025,management_discussion,信贷风控,金融业务场景,0.445683,8
002230.SZ,AR_002230_SZ_2025,management_discussion,授信审批,金融业务场景,0.441085,9
002230.SZ,AR_002230_SZ_2025,management_discussion,信用评分,金融业务场景,0.438318,10
002230.SZ,AR_002230_SZ_2025,management_discussion,量化投资,金融业务场景,0.432836,11
002230.SZ,AR_002230_SZ_2025,management_discussion,实时计算,数据与安全,0.43181,12
300229.SZ,AR_300229_SZ_2025,business_overview,信息抽取,大模型与语言技术,0.478722,1
300229.SZ,AR_300229_SZ_2025,business_overview,资产管理,金融业务场景,0.454741,2
300229.SZ,AR_300229_SZ_2025,business_overview,信贷风控,金融业务场景,0.4503,3
300229.SZ,AR_300229_SZ_2025,business_overview,信用评分,金融业务场景,0.447338,4
300229.SZ,AR_300229_SZ_2025,business_overview,信创,工程与基础设施,0.441865,5
300229.SZ,AR_300229_SZ_2025,business_overview,量化投资,金融业务场景,0.440901,6
300229.SZ,AR_300229_SZ_2025,business_overview,提示工程,大模型与语言技术,0.43576,7
300229.SZ,AR_300229_SZ_2025,business_overview,主数据管理,数据与安全,0.434004,8
300229.SZ,AR_300229_SZ_2025,business_overview,云计算,工程与基础设施,0.433657,9
300229.SZ,AR_300229_SZ_2025,business_overview,数据资产,数据与安全,0.430998,10
300229.SZ,AR_300229_SZ_2025,business_overview,财富管理,金融业务场景,0.430842,11
300229.SZ,AR_300229_SZ_2025,business_overview,核心银行系统,金融业务场景,0.427109,12
300229.SZ,AR_300229_SZ_2025,core_competitiveness,信创,工程与基础设施,0.564132,1
300229.SZ,AR_300229_SZ_2025,core_competitiveness,决策引擎,视觉与智能决策,0.534076,2
300229.SZ,AR_300229_SZ_2025,core_competitiveness,推荐系统,视觉与智能决策,0.52507,3
300229.SZ,AR_300229_SZ_2025,core_competitiveness,信贷风控,金融业务场景,0.522816,4
300229.SZ,AR_300229_SZ_2025,core_competitiveness,主数据管理,数据与安全,0.512904,5
300229.SZ,AR_300229_SZ_2025,core_competitiveness,AIOps,工程与基础设施,0.510048,6
300229.SZ,AR_300229_SZ_2025,core_competitiveness,信息抽取,大模型与语言技术,0.509738,7
300229.SZ,AR_300229_SZ_2025,core_competitiveness,人工智能,人工智能基础,0.509408,8
300229.SZ,AR_300229_SZ_2025,core_competitiveness,深度学习,人工智能基础,0.505756,9
300229.SZ,AR_300229_SZ_2025,core_competitiveness,智能问答,大模型与语言技术,0.500456,10
300229.SZ,AR_300229_SZ_2025,core_competitiveness,核心银行系统,金融业务场景,0.497737,11
300229.SZ,AR_300229_SZ_2025,core_competitiveness,AIGC,人工智能基础,0.496642,12
300229.SZ,AR_300229_SZ_2025,r_and_d,人工智能,人工智能基础,0.622784,1
300229.SZ,AR_300229_SZ_2025,r_and_d,智能问答,大模型与语言技术,0.588247,2
300229.SZ,AR_300229_SZ_2025,r_and_d,智能客服,大模型与语言技术,0.569437,3
300229.SZ,AR_300229_SZ_2025,r_and_d,主数据管理,数据与安全,0.546104,4
300229.SZ,AR_300229_SZ_2025,r_and_d,智能交易,金融业务场景,0.544996,5
300229.SZ,AR_300229_SZ_2025,r_and_d,决策引擎,视觉与智能决策,0.542148,6
300229.SZ,AR_300229_SZ_2025,r_and_d,AIOps,工程与基础设施,0.541152,7
300229.SZ,AR_300229_SZ_2025,r_and_d,深度学习,人工智能基础,0.540469,8
300229.SZ,AR_300229_SZ_2025,r_and_d,智能风控,金融业务场景,0.53796,9
300229.SZ,AR_300229_SZ_2025,r_and_d,智能投顾,金融业务场景,0.527888,10
300229.SZ,AR_300229_SZ_2025,r_and_d,智能理赔,金融业务场景,0.525593,11
300229.SZ,AR_300229_SZ_2025,r_and_d,智能合约,数据与安全,0.525254,12
300229.SZ,AR_300229_SZ_2025,management_discussion,信息抽取,大模型与语言技术,0.478722,1
300229.SZ,AR_300229_SZ_2025,management_discussion,资产管理,金融业务场景,0.454741,2
300229.SZ,AR_300229_SZ_2025,management_discussion,信贷风控,金融业务场景,0.4503,3
300229.SZ,AR_300229_SZ_2025,management_discussion,信用评分,金融业务场景,0.447338,4
300229.SZ,AR_300229_SZ_2025,management_discussion,信创,工程与基础设施,0.441865,5
300229.SZ,AR_300229_SZ_2025,management_discussion,量化投资,金融业务场景,0.440901,6
300229.SZ,AR_300229_SZ_2025,management_discussion,提示工程,大模型与语言技术,0.43576,7
300229.SZ,AR_300229_SZ_2025,management_discussion,主数据管理,数据与安全,0.434004,8
300229.SZ,AR_300229_SZ_2025,management_discussion,云计算,工程与基础设施,0.433657,9
300229.SZ,AR_300229_SZ_2025,management_discussion,数据资产,数据与安全,0.430998,10
300229.SZ,AR_300229_SZ_2025,management_discussion,财富管理,金融业务场景,0.430842,11
300229.SZ,AR_300229_SZ_2025,management_discussion,核心银行系统,金融业务场景,0.427109,12
