company_code,company_name,job_title,posting_count,job_ids,source_sheets,source_rows,risk_score,score_repeatability,score_rule_clarity,score_data_structuredness,score_complex_communication,score_responsibility_judgment,score_compliance_trust,score_cross_function_coordination,evidence_repeatability,evidence_rule_clarity,evidence_data_structuredness,evidence_complex_communication,evidence_responsibility_judgment,evidence_compliance_trust,evidence_cross_function_coordination,risk_band,rubric
000555.SZ,神州信息,中级java开发工程师(J17189),1,JOB_0231,5-8,38,62.9,4.0,4.0,4.0,4.0,5.0,1.0,4.0,测试、运维,流程、测试、SQL,SQL、数据库,沟通、协调、团队协作,架构、设计、需求分析、管理,,团队协作、协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300663.SZ,科蓝软件,初级 JAVA 开发工程师,1,JOB_0176,9-12,15,62.9,4.0,4.0,1.0,3.0,4.0,1.0,3.0,测试、文档,流程、规范、测试,,团队协作,架构、设计,,团队协作,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600446.SH,金证股份,C/C++开发工程师,1,JOB_0134,1-4,138,62.9,1.0,3.0,4.0,3.0,3.0,1.0,3.0,,SQL,SQL、数据库,沟通,创新,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,ACM工程开发——摘星计划,2,JOB_0036、JOB_0062,1-4,38、64,62.8,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,策略,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,大模型算法工程师,3,JOB_0028、JOB_0055、JOB_0057,1-4,30、57、59,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,多模态算法工程师,2,JOB_0023、JOB_0053,1-4,25、55,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,C++服务端开发工程师（证券交易）,1,JOB_0122,1-4,125,60.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,,,交易,,管理,证券交易,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,服务端-AI应用开发-南京-27届暑期实习,1,JOB_0099,1-4,102,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,算法工程师 (MJ002932),1,JOB_0104,1-4,107,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,算法工程师 (大模型方向),1,JOB_0118,1-4,121,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,ACM专项—大模型开发工程师,1,JOB_0059,1-4,61,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,ACM专项—算法、AI开发、AI工程,1,JOB_0077,1-4,79,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,ACM专项招聘,1,JOB_0033,1-4,35,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI Agent 工程师 / 全栈,1,JOB_0029,1-4,31,60.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,,交易,交付,,,交付,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI Agent工程师,1,JOB_0060,1-4,62,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI infra算法工程师,1,JOB_0086,1-4,88,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AIME人才计划算法（LLM方向）,1,JOB_0075,1-4,77,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI研发-寻找ACMer,1,JOB_0040,1-4,42,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,策略,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,Agent算法工程师,1,JOB_0088,1-4,90,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,C++开发工程师（ACM计划）,1,JOB_0064,1-4,66,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,C/C++ 研发工程师,1,JOB_0048,1-4,50,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,NLP大模型算法专家（总部岗位）,1,JOB_0012,1-4,14,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,VLA算法工程师,1,JOB_0038,1-4,40,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,golang高级开发工程师,1,JOB_0032,1-4,34,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,架构,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,大模型推理内核工程师（GPU算力）,1,JOB_0079,1-4,81,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,架构,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,大模型算法工程师-AIME计划,1,JOB_0014,1-4,16,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,实习算法工程师【博士专项】,1,JOB_0020,1-4,22,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,推广推荐算法工程师,1,JOB_0021,1-4,23,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,推理加速专家/主管,1,JOB_0031,1-4,33,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,主管,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,推荐营销算法,1,JOB_0087,1-4,89,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,搜索算法专家,1,JOB_0056,1-4,58,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法专家（NER/命名实体识别）,1,JOB_0070,1-4,72,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法专家（大模型/AIGC等需求方向）,1,JOB_0076,1-4,78,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法博士专项【NLP/语音/多模态/图像】,1,JOB_0066,1-4,68,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法博士（全球AIME计划）,1,JOB_0054,1-4,56,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法实习生,1,JOB_0034,1-4,36,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法工程师（人才计划 金融Agent）,1,JOB_0093,1-4,95,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,视频生成算法,1,JOB_0081,1-4,83,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,视频生成算法工程师,1,JOB_0072,1-4,74,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,前端开发工程师,1,JOB_0171,9-12,10,60.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,,规范,,团队协作,,,团队协作,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,财务系统实施顾问,1,JOB_0175,9-12,14,60.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,核算、文档,流程、核算、数据治理,数据治理、核算,沟通、客户、需求调研、驻场、交付,需求分析、管理,,项目管理、客户、驻场、交付、沟通、需求调研,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,【校招】业务分析师(J12465),1,JOB_0226,5-8,33,60.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,,流程,,,需求分析,,产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,中级软件工程师(J11969),1,JOB_0215,5-8,22,60.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,,SQL,SQL、数据库、数据建模,团队协作,设计、问题解决,,团队协作,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,高级业务分析师(J11985),1,JOB_0212,5-8,19,60.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,指标,指标,沟通,方案,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600570.SH,恒生电子,智能体开发工程师-研究院,1,JOB_0002,1-4,3,60.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,研究,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300229.SZ,拓尔思,初级数据分析师（正式）,1,JOB_0155,13-15,14,60.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,SQL,SQL,沟通,需求分析,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300229.SZ,拓尔思,高级数据分析师（正式）,1,JOB_0161,13-15,20,60.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,SQL,SQL,沟通,需求分析,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J22248),1,JOB_0237,5-8,44,60.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,脚本,脚本,数据库,沟通、协调、团队协作,架构,,团队协作、协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J22380),1,JOB_0234,5-8,41,60.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,脚本,脚本,数据库,沟通、协调、团队协作,架构,,团队协作、协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300663.SZ,科蓝软件,中级 JAVA 开发工程师,1,JOB_0177,9-12,16,60.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,测试、文档,规范、测试,,团队协作,架构、问题解决,,团队协作、项目推进,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600446.SH,金证股份,高级java开发,1,JOB_0133,1-4,137,60.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,SQL,SQL,沟通,设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,服务端开发工程师 (Java),1,JOB_0110,1-4,113,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,架构、设计、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
